4,4,5,10,10,13,14,17,19,23,22,27,29,30,33,33,37,37,38,42,43,44,44,45,47,47,47,47,48,48,51,51,5
5,6,6,6,8,12,14,18,20,20,20,24,25,30,30,34,36,37,41,43,44,44,49,49,46,48,48,53,54,54,54,34,54
4,5,8,12,13,15,16,17,16,23,20,20,24,28,28,33,34,35,35,38,39,42,43,46,48,49,49,49,49,49,49,49,49
4,5,9,10,12,13,14,19,20,21,23,25,30,30,33,33,34,36,39,40,41,41,41,42,46,47,50,46
4,8,9,11,12,13,13,14,16,21,22,22,26,30,31,36,38,40,40,40,45,47,48,50,51,53,53,54,54,54,57,57,57
0,4,6,6,13,15,16,17,19,20,24,24,24,25,30,31,34,36,37,39,40,40,42,43,43,43,45,45,45,45,45,45,45
4,4,4,8,12,14,17,19,20,21,22,23,24,26,28,32,33,34,35,35,35,35,35,35,49,49,51,51,53,53,58,60,58
4,5,5,8,10,11,12,16,18,18,22,23,25,27,26,30,35,35,39,38,40,43,43,44,47,48,52,54,56,59,63,63,63
5,8,10,11,12,12,17,18,19,20,24,24,26,26,26,27,33,34,35,40,41,42,43,44,46,46,47,51,51,54,54,28,54
4,5,6,11,11,11,15,17,18,22,24,26,28,30,32,33,36,37,39,40,42,43,47,50,51,52,52,52,52,52,52,36,37
4,4,5,9,10,11,11,14,15,19,20,21,26,27,31,33,33,35,38,39,40,40,44,47,48,49,49,53,53,53,54,54,54
4,5,9,10,11,13,15,15,17,19,21,22,22,31,33,33,34,37,39,40,41,41,49,49,50,50,50,50,50,50,50,54,50
5,5,8,9,10,14,15,16,21,22,25,26,29,30,30,32,33,38,39,41,45,46,48,49,50,51,52,52,52,52,52,60,52
4,5,6,9,10,11,11,13,17,18,23,24,27,29,30,28,32,33,34,34,33,35,35,39,40,41,41,41,43,47,48,51,47
4,4,5,9,11,15,17,15,15,15,15,15,15,19,20,25,35,36,38,40,40,40,41,45,46,46,46,50,50,50,50,0,50
4,8,9,9,10,13,17,18,18,19,22,22,26,28,27,30,34,36,36,37,37,37,39,40,47,48,51,53,53,53,55,51,44
4,4,5,8,10,11,11,15,19,19,22,23,24,24,25,25,32,34,30,31,33,38,40,42,46,47,48,50,50,50,50,47,50
4,5,6,6,9,13,14,17,18,19,24,26,28,30,31,32,33,33,37,41,42,43,43,44,44,46,51,51,50,54,54,54,54
0,4,6,7,12,12,16,18,22,24,26,27,29,31,32,34,35,36,37,42,42,45,45,49,52,54,54,57,58,58,58,62,58
4,5,7,8,10,11,11,12,12,16,17,24,25,26,30,32,34,35,36,41,42,42,42,46,50,51,58,58,59,63,64,65,64
5,8,9,10,11,13,13,17,16,20,22,24,25,26,29,31,36,39,39,40,41,41,41,45,45,54,54,55,55,54,55,43,7
5,5,5,5,6,6,7,10,14,15,17,21,22,26,27,32,32,34,34,38,42,43,47,48,49,49,51,51,51,51,51,0,0
4,5,8,9,10,12,13,15,16,17,18,24,24,25,30,31,38,40,42,44,45,46,46,46,46,46,46,46,46,46,46,46,46
4,5,8,9,13,14,15,15,15,15,16,19,21,25,25,27,31,35,35,36,42,41,42,47,51,52,53,58,58,60,60,62,60
4,5,9,9,12,14,14,14,17,18,23,25,26,27,30,31,34,35,37,38,41,42,44,45,46,46,46,46,37,37,37,37,37
4,5,8,8,9,13,13,15,20,21,22,22,26,26,30,31,33,36,38,40,42,43,46,46,48,50,54,55,55,55,49,49,48
4,4,4,4,8,8,13,18,19,20,22,26,28,29,29,29,31,36,37,38,38,42,42,42,42,45,45,46,46,46,16,0,4
