21,42,42,42,34,42,22,23,14,21,24,24,34,12,33,34,23,12,14,31,33,31,44,42,12,31,34,32,11,34,12,32,33,31,22,33,33,31,43,44,34,33,12,31,14,24,42,23,34,42,12,22,42,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,35,54,54,15,35,44,51,31,35,51,43,55,13,55,41,43,13,43,44,15,14,43,11,41,43,33,43,51,35,14,13,11,33,33,14,51,41,35,53,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,22,15,15,45,54,41,44,21,52,15,44,51,54,25,25,14,52,51,14,24,45,51,21,15,11,55,51,55,42,54,21,45,21,41,42,42,25,45,12,22,22,45,24,14,21,14,22,12,25,14,54,11,12,44,44,54,45,22,15,42,41,42,21,25,11,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,55,13,13,33,53,13,53,45,13,34,33,54,13,13,14,35,35,14,54,51,34,41,54,53,34,34,15,34,13,44,53,55,41,41,34,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,54,52,52,54,11,12,51,45,21,42,51,51,52,44,51,45,54,51,45,52,41,12,51,44,51,54,55,12,22,11,54,11,52,11,52,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,53,53,34,52,55,25,45,34,23,32,45,25,44,24,43,54,52,22,42,22,43,42,45,33,35,45,53,33,42,22,53,33,42,42,25,54,25,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,13,52,52,12,15,23,23,21,32,15,53,12,33,23,23,33,55,12,13,22,12,23,51,53,13,13,51,52,22,33,23,51,23,51,25,53,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,42,45,45,54,54,35,22,24,34,33,32,32,45,44,23,33,43,35,52,24,25,43,43,42,23,42,45,42,34,55,54,53,22,34,32,33,45,33,55,23,53,24,42,24,42,45,32,52,53,54,24,25,32,55,55,42,52,22,45,55,35,55,24,44,44,54,54,45,34,23,34,45,53,54,34,24,22,32,45,43,54,33,25,,,,,,,,,,,,,,,,,,,,,,,,
21,12,13,13,51,21,12,15,25,31,53,35,35,21,35,55,31,11,31,22,51,12,25,13,11,35,55,21,12,51,21,31,52,52,12,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,21,21,51,21,35,11,51,55,33,22,15,55,52,22,52,15,55,13,21,35,15,13,21,51,35,21,52,53,51,25,23,13,35,11,55,21,32,11,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,53,53,53,45,31,51,14,15,43,11,15,33,51,34,11,31,45,11,33,55,55,11,41,13,33,45,54,41,11,44,33,44,33,43,51,33,41,41,41,54,34,34,45,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,22,34,34,22,55,23,43,23,22,25,24,42,44,35,42,22,55,42,45,55,55,32,54,33,45,45,53,44,33,24,35,33,33,22,24,23,53,43,24,32,42,35,53,23,44,34,53,33,52,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,23,31,31,42,32,43,31,22,12,44,31,43,42,23,23,43,13,13,32,23,44,22,21,13,41,12,23,31,33,12,32,43,24,44,24,22,21,33,14,22,42,24,43,44,12,11,11,24,23,12,42,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,34,45,45,35,42,45,54,24,32,34,32,42,45,44,45,35,54,53,33,43,43,44,32,44,45,44,32,44,23,34,44,33,23,22,24,35,55,24,43,24,52,43,32,53,45,45,34,23,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,54,45,45,11,13,35,53,31,14,11,11,43,44,11,11,43,43,43,53,45,31,31,44,54,15,43,54,44,31,44,11,14,45,11,33,43,53,55,45,41,51,41,53,45,43,35,43,54,14,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,43,15,15,55,33,15,51,43,41,11,14,33,14,13,53,15,45,44,55,51,53,34,51,41,41,41,54,43,35,33,14,13,51,33,15,41,54,15,31,11,33,43,34,51,13,33,11,13,53,45,34,51,33,13,45,53,44,35,31,44,44,54,15,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,22,22,22,23,54,45,35,25,55,53,34,44,33,45,23,42,53,54,22,24,52,52,34,34,24,42,45,25,25,52,34,33,52,33,35,34,42,52,42,52,43,23,42,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,25,33,33,34,35,52,55,25,53,32,34,42,44,43,44,42,22,43,53,55,33,23,23,42,54,33,44,44,35,35,25,24,55,53,35,23,45,25,54,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,53,33,33,23,52,31,35,21,53,55,15,31,21,31,23,12,52,11,21,21,11,25,35,15,25,15,31,23,52,53,53,25,31,21,53,22,23,11,13,13,21,22,35,32,32,21,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,55,31,31,41,41,55,11,43,41,53,45,43,55,33,53,43,35,31,14,55,53,15,35,44,41,44,45,55,15,33,45,44,14,14,34,43,31,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,43,53,53,35,44,25,53,44,25,45,24,34,45,25,43,55,52,55,42,45,45,52,23,54,43,24,32,42,44,22,45,43,45,35,35,33,54,25,53,23,55,34,52,25,52,24,24,22,54,25,53,52,34,33,42,32,52,24,34,33,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,41,15,15,55,12,51,54,15,24,15,14,14,41,25,14,45,54,11,25,21,11,44,45,44,25,41,12,12,22,55,44,14,15,24,54,25,15,15,42,55,22,51,42,44,24,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,34,43,43,12,43,13,33,44,42,23,41,34,32,14,14,31,31,31,23,33,13,12,42,34,21,12,34,12,34,31,14,12,14,12,21,43,31,22,33,12,34,44,11,21,34,11,33,21,32,23,13,13,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,23,13,13,22,33,12,43,11,44,22,14,14,44,14,42,32,34,41,42,11,14,21,21,33,21,44,23,34,33,44,33,23,13,34,23,44,22,12,43,44,23,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,31,41,41,14,33,24,11,34,11,33,32,33,11,14,13,21,33,31,22,21,12,13,14,23,43,34,33,12,14,34,13,44,32,22,44,21,33,13,33,41,22,13,21,14,42,42,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,13,51,51,34,34,33,43,53,14,15,33,53,34,43,54,14,14,31,31,54,43,44,55,54,53,54,15,44,51,54,53,11,45,31,31,33,31,41,55,34,31,43,15,13,13,14,51,34,31,45,31,43,55,44,44,31,45,45,41,13,43,43,53,15,15,44,51,35,41,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,21,31,31,41,43,33,32,14,43,42,14,34,23,22,31,14,23,33,12,23,33,43,31,13,43,12,12,43,11,43,43,21,34,43,44,42,34,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,44,41,41,25,25,55,22,41,52,45,41,52,52,12,42,54,22,21,12,55,21,55,52,21,14,51,22,24,12,42,11,42,44,55,44,14,21,55,15,51,42,54,24,41,44,14,11,21,12,54,21,12,44,24,21,24,25,15,45,11,54,11,15,11,12,21,52,42,12,41,54,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,54,52,52,21,24,42,51,24,44,54,55,21,15,52,25,54,12,24,14,11,12,12,51,51,11,44,41,12,22,44,22,24,52,51,15,15,42,22,15,14,55,44,51,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,21,52,52,11,55,52,33,51,21,23,21,11,32,52,32,22,52,51,12,51,35,23,21,22,55,11,25,51,22,11,25,32,32,33,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,34,34,54,53,23,52,52,52,55,23,23,54,53,43,42,45,22,24,35,22,23,23,34,42,42,42,32,54,45,25,55,43,53,25,54,54,23,22,22,53,32,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,44,31,31,53,51,14,34,51,11,55,55,14,53,35,45,15,44,54,33,33,33,53,14,44,41,41,43,11,14,45,54,55,14,41,51,41,14,15,34,51,45,43,33,53,41,44,54,33,51,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,51,35,35,45,15,14,53,45,13,14,15,11,11,11,14,14,13,51,43,34,34,14,54,14,51,53,55,53,53,15,53,34,53,53,34,35,15,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,24,11,11,13,31,22,43,42,14,22,43,31,21,34,31,13,23,31,43,32,22,13,43,21,44,42,43,11,43,43,13,33,44,44,43,11,42,12,32,44,34,23,32,23,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,12,12,31,21,24,32,33,13,23,31,42,42,32,22,14,44,12,34,31,23,41,43,42,41,24,42,13,11,11,13,33,44,41,33,14,42,43,33,14,32,33,23,22,11,32,23,32,34,43,43,32,12,12,34,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,22,22,31,11,11,31,42,14,33,23,44,33,33,11,22,24,21,12,22,32,44,14,11,22,24,31,22,12,34,13,11,11,11,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,32,24,24,54,24,33,25,22,42,33,24,52,44,33,43,53,24,53,23,45,23,44,53,24,53,44,22,52,32,52,32,23,43,55,55,43,54,52,55,32,45,55,23,55,43,55,33,43,44,54,54,44,43,44,33,53,23,54,55,54,45,55,44,24,52,53,25,35,25,25,43,22,35,52,34,22,32,43,52,43,22,24,53,33,52,43,53,32,52,55,33,53,22,33,54,35,42,45,42,42,44,52,53,44,44,53,42
42,22,11,11,12,54,25,41,11,14,11,54,14,41,22,14,41,12,52,42,54,42,51,14,21,21,51,21,41,55,12,52,55,25,51,44,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,33,41,41,35,33,13,44,53,11,15,14,53,31,13,53,45,54,45,15,44,11,15,14,34,45,53,45,51,31,15,41,43,53,13,55,31,35,54,54,44,43,33,13,33,34,35,41,15,55,11,55,55,14,35,55,13,33,35,54,33,41,34,35,51,43,31,14,55,55,13,15,44,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
