0.0,0.0,4.0,8.0,9.0,10.0,10.0,12.0,12.0,16.0,16.0,6.0,6.0,15.0,15.0,4.0,30.0,30.0,31.0,37.0,37.0,39.0,39.0,39.0,44.0,44.0,10.0,12.0,12.0,17.0,17.0,5.0,22.0
0.0,4.0,4.0,0.0,5.0,5.0,5.0,4.0,14.0,14.0,13.0,9.0,14.0,14.0,10.0,10.0,20.0,20.0,20.0,22.0,22.0,4.0,27.0,28.0,29.0,38.0,38.0,4.0,27.0,27.0,26.0,26.0,38.0
0.0,0.0,4.0,8.0,8.0,12.0,12.0,5.0,16.0,16.0,9.0,22.0,22.0,29.0,29.0,17.0,20.0,25.0,25.0,36.0,36.0,36.0,37.0,39.0,42.0,42.0,48.0,50.0,50.0,50.0,50.0,50.0
0.0,4.0,9.0,9.0,9.0,10.0,12.0,12.0,0.0,12.0,17.0,18.0,18.0,23.0,22.0,23.0,26.0,26.0,26.0,27.0,33.0,34.0,34.0,34.0,34.0,32.0,34.0,39.0,40.0,40.0,40.0,40.0,41.0
0.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,15.0,15.0,11.0,12.0,17.0,17.0,8.0,13.0,16.0,17.0,31.0,33.0,33.0,18.0,38.0,38.0,41.0,41.0,41.0,54.0,54.0,42.0,43.0,43.0,54.0
0.0,0.0,4.0,5.0,10.0,12.0,13.0,15.0,15.0,18.0,20.0,22.0,22.0,13.0,22.0,30.0,34.0,34.0,31.0,31.0,37.0,41.0,43.0,43.0,45.0,45.0,45.0,51.0,51.0,51.0,4.0,10.0,9.0
0.0,0.0,4.0,8.0,8.0,8.0,8.0,9.0,18.0,18.0,23.0,23.0,26.0,28.0,28.0,33.0,36.0,36.0,25.0,29.0,30.0,31.0,39.0,43.0,41.0,42.0,42.0,49.0,49.0,53.0,54.0,54.0,12.0
0.0,4.0,4.0,6.0,6.0,7.0,7.0,12.0,12.0,11.0,4.0,9.0,10.0,11.0,23.0,23.0,15.0,15.0,26.0,33.0,33.0,36.0,36.0,36.0,36.0,36.0,9.0,22.0,22.0,6.0,18.0,18.0,22.0
4.0,5.0,10.0,10.0,9.0,12.0,14.0,14.0,15.0,21.0,21.0,9.0,26.0,27.0,27.0,26.0,33.0,33.0,41.0,43.0,43.0,4.0,32.0,30.0,37.0,37.0,42.0,42.0,36.0,36.0,38.0,47.0,46.0
4.0,5.0,6.0,6.0,4.0,0.0,11.0,13.0,15.0,15.0,21.0,21.0,22.0,22.0,14.0,31.0,33.0,34.0,35.0,34.0,34.0,38.0,43.0,43.0,40.0,40.0,42.0,47.0,47.0,49.0,49.0,17.0,16.0
